YEAR,ID,AGE,SEX,MARITAL,PREMARSX,BIBLE,SEXFREQ
1991,145,20,2,Never married,Sometimes wrong,Literal word of God,2-3 times per week
1991,170,20,1,Never married,,,4+ times per week
1991,243,20,2,Never married,,,2-3 times per week
1991,405,20,2,Never married,,,4+ times per week
1991,532,20,1,Never married,Almost always wrong,,
1991,575,20,1,Never married,Not wrong at all,Inspired word of God,
1991,711,20,2,Married,Not wrong at all,Literal word of God,2-3 times per week
1991,714,20,2,Never married,Sometimes wrong,Literal word of God,2-3 times a month
1991,802,20,2,Married,Not wrong at all,Fables and legends,4+ times per week
1991,817,20,1,Never married,,,Not at all
1991,967,20,2,Never married,Not wrong at all,Inspired word of God,Weekly
1991,1055,20,2,Married,,,2-3 times a month
1991,1086,20,1,Never married,Not wrong at all,Literal word of God,2-3 times per week
1991,1180,20,2,Married,Always wrong,Literal word of God,2-3 times per week
1991,1202,20,1,Never married,,,Not at all
1991,1235,20,2,Never married,Always wrong,Literal word of God,Not at all
1991,1420,20,2,Never married,Sometimes wrong,Inspired word of God,Weekly
1993,37,20,2,Married,Not wrong at all,Inspired word of God,Weekly
1993,46,20,1,Never married,Sometimes wrong,Fables and legends,Once a month
1993,54,20,1,Never married,,,Not at all
1993,257,20,2,Never married,Always wrong,Literal word of God,Not at all
1993,341,20,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1993,346,20,2,Never married,Always wrong,Literal word of God,Not at all
1993,424,20,1,Never married,Always wrong,Literal word of God,Not at all
1993,511,20,1,Never married,,,Not at all
1993,602,20,2,Never married,,,2-3 times a month
1993,667,20,1,Never married,,,Weekly
1993,713,20,2,Married,Not wrong at all,Literal word of God,4+ times per week
1993,770,20,1,Never married,,,4+ times per week
1993,785,20,2,Never married,Not wrong at all,Inspired word of God,Weekly
1993,847,20,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1993,1088,20,1,Never married,Not wrong at all,Fables and legends,2-3 times a month
1993,1098,20,2,Never married,Almost always wrong,Literal word of God,Not at all
1993,1127,20,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1993,1407,20,1,Never married,Not wrong at all,,4+ times per week
1993,1511,20,1,Never married,Not wrong at all,Literal word of God,4+ times per week
1993,1520,20,2,Never married,Sometimes wrong,Literal word of God,4+ times per week
1994,210,20,2,Never married,Sometimes wrong,Fables and legends,2-3 times per week
1994,265,20,2,Never married,,,4+ times per week
1994,271,20,2,Married,Not wrong at all,,Weekly
1994,290,20,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1994,310,20,1,Never married,,,Weekly
1994,341,20,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
1994,424,20,2,Never married,Not wrong at all,Inspired word of God,Weekly
1994,425,20,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
1994,429,20,1,Never married,Not wrong at all,Literal word of God,2-3 times per week
1994,541,20,1,Never married,Not wrong at all,Inspired word of God,Once a month
1994,627,20,1,Never married,,,2-3 times per week
1994,680,20,2,Never married,,,2-3 times per week
1994,1000,20,1,Never married,Not wrong at all,Inspired word of God,4+ times per week
1994,1041,20,1,Never married,Sometimes wrong,Inspired word of God,Weekly
1994,1225,20,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
1994,1336,20,1,Never married,Sometimes wrong,Literal word of God,4+ times per week
1994,1412,20,1,Never married,Not wrong at all,Literal word of God,2-3 times per week
1994,1453,20,1,Never married,Not wrong at all,Inspired word of God,Once or twice
1994,1538,20,1,Never married,Always wrong,Literal word of God,Once or twice
1994,1613,20,2,Never married,Sometimes wrong,Literal word of God,2-3 times per week
1994,1770,20,2,Married,Always wrong,Literal word of God,2-3 times per week
1994,1771,20,1,Never married,,,2-3 times per week
1994,1781,20,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1994,1797,20,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
1994,1904,20,1,Never married,,,Weekly
1994,1994,20,2,Never married,Not wrong at all,Literal word of God,Weekly
1994,1995,20,2,Never married,Sometimes wrong,Literal word of God,2-3 times per week
1994,2018,20,2,Never married,Not wrong at all,Inspired word of God,
1994,2037,20,2,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
1994,2129,20,2,Never married,Not wrong at all,Inspired word of God,4+ times per week
1994,2388,20,1,Never married,Almost always wrong,Literal word of God,Not at all
1994,2614,20,1,Never married,,,Once or twice
1994,2805,20,1,Never married,Sometimes wrong,Fables and legends,2-3 times a month
1994,2901,20,1,Never married,,Inspired word of God,Once a month
1996,45,20,1,Never married,Not wrong at all,,
1996,156,20,2,Never married,Sometimes wrong,Fables and legends,
1996,167,20,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
1996,289,20,2,Married,Sometimes wrong,Fables and legends,4+ times per week
1996,305,20,2,Never married,Always wrong,Inspired word of God,2-3 times a month
1996,429,20,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,542,20,2,Never married,Always wrong,Inspired word of God,Not at all
1996,550,20,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
1996,667,20,1,Never married,,,
1996,892,20,1,Never married,Sometimes wrong,Inspired word of God,Weekly
1996,897,20,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1996,953,20,1,Never married,Sometimes wrong,Fables and legends,2-3 times a month
1996,1063,20,2,Never married,,,2-3 times a month
1996,1107,20,2,Never married,Sometimes wrong,Inspired word of God,Once a month
1996,1206,20,2,Never married,Almost always wrong,Inspired word of God,Weekly
1996,1209,20,1,Never married,Almost always wrong,Inspired word of God,Once a month
1996,1291,20,2,Never married,,,2-3 times per week
1996,1302,20,1,Never married,,,Weekly
1996,1322,20,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,1519,20,2,Never married,,,4+ times per week
1996,1609,20,2,Never married,,,Weekly
1996,1621,20,1,Never married,Sometimes wrong,Fables and legends,Once a month
1996,1836,20,1,Never married,Always wrong,Inspired word of God,
1996,1869,20,2,Married,,,2-3 times a month
1996,1872,20,2,Married,Always wrong,Inspired word of God,2-3 times per week
1996,1976,20,2,Married,,,2-3 times per week
1996,2056,20,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1996,2118,20,2,Never married,,,2-3 times per week
1996,2132,20,1,Never married,Almost always wrong,Inspired word of God,Not at all
1996,2184,20,1,Never married,Not wrong at all,Literal word of God,4+ times per week
1996,2205,20,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,2244,20,1,Never married,Not wrong at all,Fables and legends,4+ times per week
1996,2342,20,2,Married,,,2-3 times per week
1996,2405,20,1,Never married,,,4+ times per week
1996,2439,20,1,Never married,Sometimes wrong,Inspired word of God,Not at all
1996,2450,20,1,Married,Always wrong,Literal word of God,2-3 times a month
1996,2536,20,2,Never married,Sometimes wrong,Inspired word of God,Weekly
1996,2575,20,2,Never married,,,Weekly
1996,2601,20,2,Never married,Always wrong,Literal word of God,Once or twice
1996,2660,20,2,Never married,Not wrong at all,Fables and legends,4+ times per week
1998,15,20,2,Never married,Not wrong at all,Inspired word of God,Once a month
1998,175,20,1,Never married,Not wrong at all,Inspired word of God,Not at all
1998,383,20,1,Never married,,,Weekly
1998,426,20,1,Never married,Not wrong at all,Fables and legends,
1998,538,20,2,Married,,Literal word of God,2-3 times per week
1998,704,20,1,Never married,Always wrong,Literal word of God,Not at all
1998,759,20,2,Never married,Sometimes wrong,Inspired word of God,Not at all
1998,793,20,2,Never married,Not wrong at all,Inspired word of God,Weekly
1998,856,20,2,Never married,Sometimes wrong,,
1998,954,20,2,Never married,Always wrong,Inspired word of God,Once or twice
1998,1010,20,2,Never married,Always wrong,Literal word of God,Once a month
1998,1044,20,2,Never married,Always wrong,Literal word of God,2-3 times per week
1998,1073,20,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1998,1081,20,1,Never married,Not wrong at all,Fables and legends,Not at all
1998,1301,20,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1998,1435,20,2,Married,Always wrong,Literal word of God,2-3 times per week
1998,1460,20,2,Never married,Not wrong at all,Literal word of God,Weekly
1998,1497,20,1,Never married,,Inspired word of God,Not at all
1998,1499,20,2,Never married,Sometimes wrong,Inspired word of God,Not at all
1998,1604,20,2,Separated,,Fables and legends,
1998,1719,20,1,Never married,,,Not at all
1998,1799,20,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1998,1944,20,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
1998,1963,20,1,Never married,,,Not at all
1998,2050,20,2,Never married,,Literal word of God,Not at all
1998,2100,20,2,Never married,Not wrong at all,Fables and legends,
1998,2193,20,1,Never married,Almost always wrong,Literal word of God,2-3 times per week
1998,2245,20,2,Never married,Always wrong,Literal word of God,
1998,2258,20,1,Never married,Not wrong at all,Inspired word of God,Once or twice
1998,2280,20,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1998,2317,20,2,Married,,,4+ times per week
1998,2337,20,2,Never married,Almost always wrong,Literal word of God,2-3 times a month
1998,2497,20,2,Never married,Almost always wrong,Inspired word of God,
1998,2529,20,1,Never married,,,Once or twice
1998,2779,20,1,Never married,Always wrong,Inspired word of God,Not at all
1998,2832,20,1,Never married,,Inspired word of God,4+ times per week
2000,51,20,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2000,89,20,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2000,215,20,1,Never married,,,
2000,246,20,2,Never married,,Fables and legends,Once or twice
2000,418,20,2,Never married,,Fables and legends,Weekly
2000,437,20,1,Never married,Always wrong,Fables and legends,Not at all
2000,444,20,2,Never married,Sometimes wrong,Literal word of God,
2000,477,20,1,Married,,,4+ times per week
2000,503,20,1,Never married,Not wrong at all,Inspired word of God,4+ times per week
2000,711,20,2,Never married,Sometimes wrong,Literal word of God,2-3 times a month
2000,744,20,1,Never married,,Inspired word of God,Not at all
2000,757,20,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
2000,786,20,1,Never married,Not wrong at all,Inspired word of God,Not at all
2000,901,20,2,Never married,Not wrong at all,Inspired word of God,Weekly
2000,913,20,1,Never married,,Inspired word of God,2-3 times a month
2000,933,20,2,Married,,Literal word of God,2-3 times per week
2000,1123,20,2,Never married,,Literal word of God,4+ times per week
2000,1295,20,2,Married,Sometimes wrong,Inspired word of God,Weekly
2000,1593,20,1,Divorced,Sometimes wrong,Inspired word of God,Not at all
2000,1728,20,2,Never married,,Inspired word of God,Not at all
2000,1898,20,2,Never married,,Inspired word of God,Once or twice
2000,1906,20,1,Never married,,Fables and legends,Weekly
2000,1908,20,1,Never married,Not wrong at all,Inspired word of God,Not at all
2000,1911,20,2,Never married,,Fables and legends,Not at all
2000,1912,20,2,Never married,,,Not at all
2000,2115,20,1,Never married,Sometimes wrong,Inspired word of God,Not at all
2000,2141,20,2,Never married,Always wrong,Inspired word of God,Not at all
2000,2202,20,2,Never married,Not wrong at all,Inspired word of God,Weekly
2000,2283,20,2,Never married,Always wrong,Inspired word of God,Not at all
2000,2305,20,2,Married,Always wrong,Literal word of God,4+ times per week
2000,2313,20,2,Married,Not wrong at all,Literal word of God,4+ times per week
2000,2328,20,2,Never married,Always wrong,Literal word of God,Weekly
2000,2360,20,1,Never married,Not wrong at all,Inspired word of God,Once or twice
2000,2374,20,2,Never married,,Literal word of God,2-3 times a month
2000,2446,20,1,Never married,Not wrong at all,Fables and legends,4+ times per week
2000,2475,20,2,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
2000,2532,20,1,Never married,,Inspired word of God,2-3 times per week
2000,2623,20,2,Never married,,Inspired word of God,Once or twice
2000,2807,20,2,Never married,Not wrong at all,Inspired word of God,4+ times per week
2000,2811,20,2,Never married,,Inspired word of God,2-3 times per week
2002,47,20,1,Never married,Almost always wrong,Literal word of God,Once or twice
2002,98,20,2,Never married,,,Once a month
2002,628,20,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
2002,734,20,2,Never married,Almost always wrong,Literal word of God,2-3 times a month
2002,865,20,2,Never married,,,2-3 times per week
2002,989,20,1,Never married,Almost always wrong,Literal word of God,Once or twice
2002,1083,20,2,Never married,Always wrong,Inspired word of God,
2002,1117,20,1,Never married,,,
2002,1122,20,2,Never married,,Inspired word of God,Once or twice
2002,1151,20,2,Never married,Not wrong at all,Inspired word of God,Not at all
2002,1313,20,1,Never married,,,2-3 times a month
2002,1351,20,2,Never married,Always wrong,Literal word of God,2-3 times per week
2002,1437,20,2,Never married,,,Not at all
2002,1510,20,1,Never married,Not wrong at all,Inspired word of God,4+ times per week
2002,1728,20,1,Never married,Not wrong at all,Inspired word of God,
2002,1737,20,1,Never married,,,2-3 times per week
2002,1738,20,1,Never married,,,4+ times per week
2002,1739,20,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
2002,1741,20,1,Never married,,,Once a month
2002,1766,20,1,Never married,,,Not at all
2002,1962,20,1,Never married,Not wrong at all,Fables and legends,Not at all
2002,2033,20,1,Never married,Sometimes wrong,Fables and legends,Not at all
2002,2202,20,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
2002,2211,20,2,Never married,,,Once or twice
2002,2280,20,1,Never married,,,2-3 times per week
2002,2283,20,2,Never married,,Literal word of God,2-3 times per week
2002,2323,20,2,Never married,Almost always wrong,Literal word of God,Not at all
